concept,frequency,num texts,tf-idf,corpus tf-idf,filename
distinguish,1,1,2.4756713,2.4756713,pubmed_small#119
depress,1,1,2.4756713,2.4756713,pubmed_small#140
russell,1,1,2.4756713,2.4756713,pubmed_small#217
dispersive,1,1,2.4756713,2.4756713,pubmed_small#53
decide,1,1,2.4756713,2.4756713,pubmed_small#106
prevaccination,1,1,2.4756713,2.4756713,pubmed_small#275
muhlbaier,1,1,2.4756713,2.4756713,pubmed_small#42
granerus,1,1,2.4756713,2.4756713,pubmed_small#72
lining,1,1,2.4756713,2.4756713,pubmed_small#194
farizo,1,1,2.4756713,2.4756713,pubmed_small#254
mullen,1,1,2.4756713,2.4756713,pubmed_small#200
ford,1,1,2.4756713,2.4756713,pubmed_small#176
walz,1,1,2.4756713,2.4756713,pubmed_small#102
dermal,1,1,2.4756713,2.4756713,pubmed_small#252
hypokalemic,1,1,2.4756713,2.4756713,pubmed_small#224
mcdonnell,1,1,2.4756713,2.4756713,pubmed_small#156
selection,1,1,2.4756713,2.4756713,pubmed_small#84
pupils,1,1,2.4756713,2.4756713,pubmed_small#181
disappearance,1,1,2.4756713,2.4756713,pubmed_small#30
foos,1,1,2.4756713,2.4756713,pubmed_small#248
wald,1,1,2.4756713,2.4756713,pubmed_small#297
kabelitz,1,1,2.4756713,2.4756713,pubmed_small#135
unsuccessfully,1,1,2.4756713,2.4756713,pubmed_small#164
precursor,1,1,2.4756713,2.4756713,pubmed_small#60
flash,1,1,2.4756713,2.4756713,pubmed_small#195
hurthle,1,1,2.4756713,2.4756713,pubmed_small#229
tsurumi,1,1,2.4756713,2.4756713,pubmed_small#180
mini,1,1,2.4756713,2.4756713,pubmed_small#216
tomonaga,1,1,2.4756713,2.4756713,pubmed_small#166
inoue,1,1,2.4756713,2.4756713,pubmed_small#180
target,1,1,2.4756713,2.4756713,pubmed_small#84
exploratory,1,1,2.4756713,2.4756713,pubmed_small#20
wang,1,1,2.4756713,2.4756713,pubmed_small#99
adrenoceptor,1,1,2.4756713,2.4756713,pubmed_small#2
readings,1,1,2.4756713,2.4756713,pubmed_small#28
urothelium,1,1,2.4756713,2.4756713,pubmed_small#27
havu,1,1,2.4756713,2.4756713,pubmed_small#130
hadjis,1,1,2.4756713,2.4756713,pubmed_small#296
extend,1,1,2.4756713,2.4756713,pubmed_small#84
krypton,1,1,2.4756713,2.4756713,pubmed_small#164
rapport,1,1,2.4756713,2.4756713,pubmed_small#232
freathy,1,1,2.4756713,2.4756713,pubmed_small#190
sclerosus,1,1,2.4756713,2.4756713,pubmed_small#206
wellens,1,1,2.4756713,2.4756713,pubmed_small#129
candidates,1,1,2.4756713,2.4756713,pubmed_small#126
meggs,1,1,2.4756713,2.4756713,pubmed_small#3
progenitor,1,1,2.4756713,2.4756713,pubmed_small#108
complexity,1,1,2.4756713,2.4756713,pubmed_small#284
hemodynamically,1,1,2.4756713,2.4756713,pubmed_small#88
hematomas,1,1,2.4756713,2.4756713,pubmed_small#73
fatal,1,1,2.4756713,2.4756713,pubmed_small#34
doubly,1,1,2.4756713,2.4756713,pubmed_small#282
summers,1,1,2.4756713,2.4756713,pubmed_small#25
isoprenaline,1,1,2.4756713,2.4756713,pubmed_small#255
vician,1,1,2.4756713,2.4756713,pubmed_small#240
immunogold,1,1,2.4756713,2.4756713,pubmed_small#108
conjectured,1,1,2.4756713,2.4756713,pubmed_small#141
sarembock,1,1,2.4756713,2.4756713,pubmed_small#153
endemic,1,1,2.4756713,2.4756713,pubmed_small#31
contraction,1,1,2.4756713,2.4756713,pubmed_small#165
ward,1,1,2.4756713,2.4756713,pubmed_small#192
ion,1,1,2.4756713,2.4756713,pubmed_small#113
hepler,1,1,2.4756713,2.4756713,pubmed_small#94
kudo,1,1,2.4756713,2.4756713,pubmed_small#38
colic,1,1,2.4756713,2.4756713,pubmed_small#25
optical,1,1,2.4756713,2.4756713,pubmed_small#195
quantification,1,1,2.4756713,2.4756713,pubmed_small#273
finds,1,1,2.4756713,2.4756713,pubmed_small#106
veereman,1,1,2.4756713,2.4756713,pubmed_small#30
spectrum,1,1,2.4756713,2.4756713,pubmed_small#63
weiland,1,1,2.4756713,2.4756713,pubmed_small#211
svendsen,1,1,2.4756713,2.4756713,pubmed_small#164
acromegaly,1,1,2.4756713,2.4756713,pubmed_small#269
particulate,1,1,2.4756713,2.4756713,pubmed_small#162
mcnelly,1,1,2.4756713,2.4756713,pubmed_small#210
seconds,1,1,2.4756713,2.4756713,pubmed_small#266
hirohashi,1,1,2.4756713,2.4756713,pubmed_small#60
allogeneic,1,1,2.4756713,2.4756713,pubmed_small#289
yue,1,1,2.4756713,2.4756713,pubmed_small#200
laity,1,1,2.4756713,2.4756713,pubmed_small#13
irregular,1,1,2.4756713,2.4756713,pubmed_small#16
waye,1,1,2.4756713,2.4756713,pubmed_small#104
attitude,1,1,2.4756713,2.4756713,pubmed_small#293
farish,1,1,2.4756713,2.4756713,pubmed_small#51
folk,1,1,2.4756713,2.4756713,pubmed_small#13
rotola,1,1,2.4756713,2.4756713,pubmed_small#202
apolipoprotein,1,1,2.4756713,2.4756713,pubmed_small#169
veno,1,1,2.4756713,2.4756713,pubmed_small#148
fatiguing,1,1,2.4756713,2.4756713,pubmed_small#286
chervu,1,1,2.4756713,2.4756713,pubmed_small#71
cocaine,1,1,2.4756713,2.4756713,pubmed_small#21
igg,1,1,2.4756713,2.4756713,pubmed_small#2
laparotomy,1,1,2.4756713,2.4756713,pubmed_small#20
lerner,1,1,2.4756713,2.4756713,pubmed_small#153
tipped,1,1,2.4756713,2.4756713,pubmed_small#149
recipients,1,1,2.4756713,2.4756713,pubmed_small#95
vulvas,1,1,2.4756713,2.4756713,pubmed_small#202
steinbeck,1,1,2.4756713,2.4756713,pubmed_small#253
adopting,1,1,2.4756713,2.4756713,pubmed_small#27
metaphor,1,1,2.4756713,2.4756713,pubmed_small#13
adoption,1,1,2.4756713,2.4756713,pubmed_small#19
israel,1,1,2.4756713,2.4756713,pubmed_small#284
strut,1,1,2.4756713,2.4756713,pubmed_small#218
orlowska,1,1,2.4756713,2.4756713,pubmed_small#105
degradation,1,1,2.4756713,2.4756713,pubmed_small#100
holter,1,1,2.4756713,2.4756713,pubmed_small#258
vapor,1,1,2.4756713,2.4756713,pubmed_small#249
ige,1,1,2.4756713,2.4756713,pubmed_small#281
correspond,1,1,2.4756713,2.4756713,pubmed_small#112
deisenhammer,1,1,2.4756713,2.4756713,pubmed_small#233
thyrotrophs,1,1,2.4756713,2.4756713,pubmed_small#269
pierini,1,1,2.4756713,2.4756713,pubmed_small#206
accidents,1,1,2.4756713,2.4756713,pubmed_small#15
lobectomy,1,1,2.4756713,2.4756713,pubmed_small#70
homicide,1,1,2.4756713,2.4756713,pubmed_small#110
histopathologically,1,1,2.4756713,2.4756713,pubmed_small#185
gestation,1,1,2.4756713,2.4756713,pubmed_small#57
pomat,1,1,2.4756713,2.4756713,pubmed_small#157
willing,1,1,2.4756713,2.4756713,pubmed_small#287
sacral,1,1,2.4756713,2.4756713,pubmed_small#22
apisson,1,1,2.4756713,2.4756713,pubmed_small#271
tonnaer,1,1,2.4756713,2.4756713,pubmed_small#87
rosen,1,1,2.4756713,2.4756713,pubmed_small#148
span,1,1,2.4756713,2.4756713,pubmed_small#130
zaynoun,1,1,2.4756713,2.4756713,pubmed_small#251
explains,1,1,2.4756713,2.4756713,pubmed_small#34
feingold,1,1,2.4756713,2.4756713,pubmed_small#184
putong,1,1,2.4756713,2.4756713,pubmed_small#118
catheter,1,1,2.4756713,2.4756713,pubmed_small#4
suprabasal,1,1,2.4756713,2.4756713,pubmed_small#35
likelihood,1,1,2.4756713,2.4756713,pubmed_small#213
mullani,1,1,2.4756713,2.4756713,pubmed_small#163
purification,1,1,2.4756713,2.4756713,pubmed_small#249
cobra,1,1,2.4756713,2.4756713,pubmed_small#111
kosuge,1,1,2.4756713,2.4756713,pubmed_small#60
cyclooxygenase,1,1,2.4756713,2.4756713,pubmed_small#111
solar,1,1,2.4756713,2.4756713,pubmed_small#239
idl,1,1,2.4756713,2.4756713,pubmed_small#169
elucidate,1,1,2.4756713,2.4756713,pubmed_small#185
dilations,1,1,2.4756713,2.4756713,pubmed_small#153
dialysis,1,1,2.4756713,2.4756713,pubmed_small#67
dewailly,1,1,2.4756713,2.4756713,pubmed_small#189
undertook,1,1,2.4756713,2.4756713,pubmed_small#123
inexpensively,1,1,2.4756713,2.4756713,pubmed_small#165
reevaluation,1,1,2.4756713,2.4756713,pubmed_small#89
constitutively,1,1,2.4756713,2.4756713,pubmed_small#226
devaux,1,1,2.4756713,2.4756713,pubmed_small#289
deboom,1,1,2.4756713,2.4756713,pubmed_small#51
lebeau,1,1,2.4756713,2.4756713,pubmed_small#274
emphasized,1,1,2.4756713,2.4756713,pubmed_small#55
intrahepatic,1,1,2.4756713,2.4756713,pubmed_small#250
benade,1,1,2.4756713,2.4756713,pubmed_small#169
adunski,1,1,2.4756713,2.4756713,pubmed_small#234
kahan,1,1,2.4756713,2.4756713,pubmed_small#173
deal,1,1,2.4756713,2.4756713,pubmed_small#232
dean,1,1,2.4756713,2.4756713,pubmed_small#25
scores,1,1,2.4756713,2.4756713,pubmed_small#223
yasuda,1,1,2.4756713,2.4756713,pubmed_small#92
lumbosacral,1,1,2.4756713,2.4756713,pubmed_small#22
hombach,1,1,2.4756713,2.4756713,pubmed_small#253
atherogenic,1,1,2.4756713,2.4756713,pubmed_small#267
points,1,1,2.4756713,2.4756713,pubmed_small#33
magelssen,1,1,2.4756713,2.4756713,pubmed_small#65
cholangiogram,1,1,2.4756713,2.4756713,pubmed_small#7
cribriform,1,1,2.4756713,2.4756713,pubmed_small#109
identifying,1,1,2.4756713,2.4756713,pubmed_small#190
permitted,1,1,2.4756713,2.4756713,pubmed_small#190
halothane,1,1,2.4756713,2.4756713,pubmed_small#228
attie,1,1,2.4756713,2.4756713,pubmed_small#32
irrigation,1,1,2.4756713,2.4756713,pubmed_small#167
attig,1,1,2.4756713,2.4756713,pubmed_small#73
autopsies,1,1,2.4756713,2.4756713,pubmed_small#19
chesebro,1,1,2.4756713,2.4756713,pubmed_small#284
ganz,1,1,2.4756713,2.4756713,pubmed_small#124
permits,1,1,2.4756713,2.4756713,pubmed_small#145
heparinization,1,1,2.4756713,2.4756713,pubmed_small#162
nichols,1,1,2.4756713,2.4756713,pubmed_small#23
glycine,1,1,2.4756713,2.4756713,pubmed_small#67
exotoxin,1,1,2.4756713,2.4756713,pubmed_small#256
confirms,1,1,2.4756713,2.4756713,pubmed_small#288
particles,1,1,2.4756713,2.4756713,pubmed_small#169
genital,1,1,2.4756713,2.4756713,pubmed_small#22
seeger,1,1,2.4756713,2.4756713,pubmed_small#256
peter,1,1,2.4756713,2.4756713,pubmed_small#255
dees,1,1,2.4756713,2.4756713,pubmed_small#221
offers,1,1,2.4756713,2.4756713,pubmed_small#165
leider,1,1,2.4756713,2.4756713,pubmed_small#204
ishak,1,1,2.4756713,2.4756713,pubmed_small#186
influenced,1,1,2.4756713,2.4756713,pubmed_small#255
veterans,1,1,2.4756713,2.4756713,pubmed_small#145
albuterol,1,1,2.4756713,2.4756713,pubmed_small#281
spatial,1,1,2.4756713,2.4756713,pubmed_small#266
recovered,1,1,2.4756713,2.4756713,pubmed_small#34
restricting,1,1,2.4756713,2.4756713,pubmed_small#145
prerolandic,1,1,2.4756713,2.4756713,pubmed_small#73
cholesteatoma,1,1,2.4756713,2.4756713,pubmed_small#87
thrombogenicity,1,1,2.4756713,2.4756713,pubmed_small#299
plaetinck,1,1,2.4756713,2.4756713,pubmed_small#52
decalcified,1,1,2.4756713,2.4756713,pubmed_small#87
enterectomy,1,1,2.4756713,2.4756713,pubmed_small#160
dacron,1,1,2.4756713,2.4756713,pubmed_small#111
explain,1,1,2.4756713,2.4756713,pubmed_small#2
filling,1,1,2.4756713,2.4756713,pubmed_small#7
wales,1,1,2.4756713,2.4756713,pubmed_small#278
longitudinally,1,1,2.4756713,2.4756713,pubmed_small#120
impair,1,1,2.4756713,2.4756713,pubmed_small#160
trisomy,1,1,2.4756713,2.4756713,pubmed_small#141
kukin,1,1,2.4756713,2.4756713,pubmed_small#198
arising,1,1,2.4756713,2.4756713,pubmed_small#105
canino,1,1,2.4756713,2.4756713,pubmed_small#248
erythematosus,1,1,2.4756713,2.4756713,pubmed_small#217
combe,1,1,2.4756713,2.4756713,pubmed_small#52
discarded,1,1,2.4756713,2.4756713,pubmed_small#221
uses,1,1,2.4756713,2.4756713,pubmed_small#213
jansson,1,1,2.4756713,2.4756713,pubmed_small#72
trevino,1,1,2.4756713,2.4756713,pubmed_small#168
subdivided,1,1,2.4756713,2.4756713,pubmed_small#180
corrected,1,1,2.4756713,2.4756713,pubmed_small#162
effectiveness,1,1,2.4756713,2.4756713,pubmed_small#283
haplotype,1,1,2.4756713,2.4756713,pubmed_small#46
subset,1,1,2.4756713,2.4756713,pubmed_small#240
ovulatory,1,1,2.4756713,2.4756713,pubmed_small#123
sahin,1,1,2.4756713,2.4756713,pubmed_small#194
walmrath,1,1,2.4756713,2.4756713,pubmed_small#256
adams,1,1,2.4756713,2.4756713,pubmed_small#240
doctors,1,1,2.4756713,2.4756713,pubmed_small#232
camisa,1,1,2.4756713,2.4756713,pubmed_small#211
desmet,1,1,2.4756713,2.4756713,pubmed_small#47
paniszyn,1,1,2.4756713,2.4756713,pubmed_small#257
hinson,1,1,2.4756713,2.4756713,pubmed_small#218
biology,1,1,2.4756713,2.4756713,pubmed_small#199
xia,1,1,2.4756713,2.4756713,pubmed_small#216
strutting,1,1,2.4756713,2.4756713,pubmed_small#218
xix,1,1,2.4756713,2.4756713,pubmed_small#48
papotti,1,1,2.4756713,2.4756713,pubmed_small#86
cytophotometric,1,1,2.4756713,2.4756713,pubmed_small#109
spherical,1,1,2.4756713,2.4756713,pubmed_small#133
deplete,1,1,2.4756713,2.4756713,pubmed_small#111
mcclatchey,1,1,2.4756713,2.4756713,pubmed_small#150
suicide,1,1,2.4756713,2.4756713,pubmed_small#110
organized,1,1,2.4756713,2.4756713,pubmed_small#273
tsukada,1,1,2.4756713,2.4756713,pubmed_small#54
ardenne,1,1,2.4756713,2.4756713,pubmed_small#133
escape,1,1,2.4756713,2.4756713,pubmed_small#129
synergy,1,1,2.4756713,2.4756713,pubmed_small#52
tolerance,1,1,2.4756713,2.4756713,pubmed_small#135
restrictive,1,1,2.4756713,2.4756713,pubmed_small#181
pathology,1,1,2.4756713,2.4756713,pubmed_small#106
inversely,1,1,2.4756713,2.4756713,pubmed_small#106
debilitating,1,1,2.4756713,2.4756713,pubmed_small#270
estrous,1,1,2.4756713,2.4756713,pubmed_small#54
obscure,1,1,2.4756713,2.4756713,pubmed_small#182
lateral,1,1,2.4756713,2.4756713,pubmed_small#228
damage,1,1,2.4756713,2.4756713,pubmed_small#45
obstructive,1,1,2.4756713,2.4756713,pubmed_small#74
electrolytes,1,1,2.4756713,2.4756713,pubmed_small#113
motoo,1,1,2.4756713,2.4756713,pubmed_small#60
katsantonis,1,1,2.4756713,2.4756713,pubmed_small#62
sparing,1,1,2.4756713,2.4756713,pubmed_small#73
foods,1,1,2.4756713,2.4756713,pubmed_small#152
assumed,1,1,2.4756713,2.4756713,pubmed_small#226
schumann,1,1,2.4756713,2.4756713,pubmed_small#192
gram,1,1,2.4756713,2.4756713,pubmed_small#282
coenzyme,1,1,2.4756713,2.4756713,pubmed_small#153
obese,1,1,2.4756713,2.4756713,pubmed_small#255
examinations,1,1,2.4756713,2.4756713,pubmed_small#106
job,1,1,2.4756713,2.4756713,pubmed_small#294
workplace,1,1,2.4756713,2.4756713,pubmed_small#294
roughly,1,1,2.4756713,2.4756713,pubmed_small#210
ventura,1,1,2.4756713,2.4756713,pubmed_small#136
sullivan,1,1,2.4756713,2.4756713,pubmed_small#227
anticipated,1,1,2.4756713,2.4756713,pubmed_small#253
uninvolved,1,1,2.4756713,2.4756713,pubmed_small#80
diminished,1,1,2.4756713,2.4756713,pubmed_small#221
hagadorn,1,1,2.4756713,2.4756713,pubmed_small#190
cynamon,1,1,2.4756713,2.4756713,pubmed_small#9
champlain,1,1,2.4756713,2.4756713,pubmed_small#274
dependency,1,1,2.4756713,2.4756713,pubmed_small#43
diminishes,1,1,2.4756713,2.4756713,pubmed_small#34
achieve,1,1,2.4756713,2.4756713,pubmed_small#170
stopped,1,1,2.4756713,2.4756713,pubmed_small#155
supraphysiologic,1,1,2.4756713,2.4756713,pubmed_small#123
designated,1,1,2.4756713,2.4756713,pubmed_small#286
cleaved,1,1,2.4756713,2.4756713,pubmed_small#178
nodule,1,1,2.4756713,2.4756713,pubmed_small#206
longitudinal,1,1,2.4756713,2.4756713,pubmed_small#118
cattan,1,1,2.4756713,2.4756713,pubmed_small#5
dismuted,1,1,2.4756713,2.4756713,pubmed_small#290
cerebellar,1,1,2.4756713,2.4756713,pubmed_small#94
cognition,1,1,2.4756713,2.4756713,pubmed_small#10
dawidson,1,1,2.4756713,2.4756713,pubmed_small#168
sacrum,1,1,2.4756713,2.4756713,pubmed_small#287
utilization,1,1,2.4756713,2.4756713,pubmed_small#42
generates,1,1,2.4756713,2.4756713,pubmed_small#290
richardson,1,1,2.4756713,2.4756713,pubmed_small#160
produces,1,1,2.4756713,2.4756713,pubmed_small#290
gollin,1,1,2.4756713,2.4756713,pubmed_small#17
metabolites,1,1,2.4756713,2.4756713,pubmed_small#111
hall,1,1,2.4756713,2.4756713,pubmed_small#81
clarify,1,1,2.4756713,2.4756713,pubmed_small#60
expand,1,1,2.4756713,2.4756713,pubmed_small#171
infraorbital,1,1,2.4756713,2.4756713,pubmed_small#292
error,1,1,2.4756713,2.4756713,pubmed_small#293
anger,1,1,2.4756713,2.4756713,pubmed_small#286
repetitious,1,1,2.4756713,2.4756713,pubmed_small#165
infancy,1,1,2.4756713,2.4756713,pubmed_small#120
sclerotic,1,1,2.4756713,2.4756713,pubmed_small#206
describing,1,1,2.4756713,2.4756713,pubmed_small#235
instance,1,1,2.4756713,2.4756713,pubmed_small#281
mefty,1,1,2.4756713,2.4756713,pubmed_small#126
shortcomings,1,1,2.4756713,2.4756713,pubmed_small#190
normalization,1,1,2.4756713,2.4756713,pubmed_small#72
fnab,1,1,2.4756713,2.4756713,pubmed_small#86
expanded,1,1,2.4756713,2.4756713,pubmed_small#283
yancey,1,1,2.4756713,2.4756713,pubmed_small#65
microvascular,1,1,2.4756713,2.4756713,pubmed_small#164
altogether,1,1,2.4756713,2.4756713,pubmed_small#15
behrman,1,1,2.4756713,2.4756713,pubmed_small#290
yields,1,1,2.4756713,2.4756713,pubmed_small#286
summarized,1,1,2.4756713,2.4756713,pubmed_small#45
currently,1,1,2.4756713,2.4756713,pubmed_small#49
arrest,1,1,2.4756713,2.4756713,pubmed_small#259
nonoperative,1,1,2.4756713,2.4756713,pubmed_small#70
owen,1,1,2.4756713,2.4756713,pubmed_small#143
transepidermal,1,1,2.4756713,2.4756713,pubmed_small#184
rearranged,1,1,2.4756713,2.4756713,pubmed_small#156
harding,1,1,2.4756713,2.4756713,pubmed_small#23
bronchoscopy,1,1,2.4756713,2.4756713,pubmed_small#259
suited,1,1,2.4756713,2.4756713,pubmed_small#181
dural,1,1,2.4756713,2.4756713,pubmed_small#217
terminology,1,1,2.4756713,2.4756713,pubmed_small#204
driven,1,1,2.4756713,2.4756713,pubmed_small#223
strongest,1,1,2.4756713,2.4756713,pubmed_small#60
substituted,1,1,2.4756713,2.4756713,pubmed_small#288
immunohistochemistry,1,1,2.4756713,2.4756713,pubmed_small#133
brunt,1,1,2.4756713,2.4756713,pubmed_small#279
verhas,1,1,2.4756713,2.4756713,pubmed_small#73
haub,1,1,2.4756713,2.4756713,pubmed_small#68
connected,1,1,2.4756713,2.4756713,pubmed_small#216
reversion,1,1,2.4756713,2.4756713,pubmed_small#295
wada,1,1,2.4756713,2.4756713,pubmed_small#54
sneige,1,1,2.4756713,2.4756713,pubmed_small#194
janse,1,1,2.4756713,2.4756713,pubmed_small#253
cholecystitis,1,1,2.4756713,2.4756713,pubmed_small#25
consumption,1,1,2.4756713,2.4756713,pubmed_small#162
haun,1,1,2.4756713,2.4756713,pubmed_small#43
georgia,1,1,2.4756713,2.4756713,pubmed_small#209
walls,1,1,2.4756713,2.4756713,pubmed_small#102
morphology,1,1,2.4756713,2.4756713,pubmed_small#142
jaw,1,1,2.4756713,2.4756713,pubmed_small#51
tumours,1,1,2.4756713,2.4756713,pubmed_small#217
neonates,1,1,2.4756713,2.4756713,pubmed_small#24
yoshinaga,1,1,2.4756713,2.4756713,pubmed_small#166
capsulothalamolenticular,1,1,2.4756713,2.4756713,pubmed_small#73
hypoxanthine,1,1,2.4756713,2.4756713,pubmed_small#290
coexistent,1,1,2.4756713,2.4756713,pubmed_small#198
organs,1,1,2.4756713,2.4756713,pubmed_small#212
minimum,1,1,2.4756713,2.4756713,pubmed_small#294
dependents,1,1,2.4756713,2.4756713,pubmed_small#294
sector,1,1,2.4756713,2.4756713,pubmed_small#294
monospecific,1,1,2.4756713,2.4756713,pubmed_small#35
bjerke,1,1,2.4756713,2.4756713,pubmed_small#24
epicardial,1,1,2.4756713,2.4756713,pubmed_small#299
murrison,1,1,2.4756713,2.4756713,pubmed_small#292
radiographic,1,1,2.4756713,2.4756713,pubmed_small#112
barber,1,1,2.4756713,2.4756713,pubmed_small#99
conspicuous,1,1,2.4756713,2.4756713,pubmed_small#44
angle,1,1,2.4756713,2.4756713,pubmed_small#64
roucayrol,1,1,2.4756713,2.4756713,pubmed_small#5
fragile,1,1,2.4756713,2.4756713,pubmed_small#165
onorato,1,1,2.4756713,2.4756713,pubmed_small#125
infective,1,1,2.4756713,2.4756713,pubmed_small#87
peritoneal,1,1,2.4756713,2.4756713,pubmed_small#15
respects,1,1,2.4756713,2.4756713,pubmed_small#130
bejne,1,1,2.4756713,2.4756713,pubmed_small#2
occluded,1,1,2.4756713,2.4756713,pubmed_small#9
eosinophilic,1,1,2.4756713,2.4756713,pubmed_small#206
pellegrino,1,1,2.4756713,2.4756713,pubmed_small#212
reznik,1,1,2.4756713,2.4756713,pubmed_small#18
intracerebral,1,1,2.4756713,2.4756713,pubmed_small#217
hang,1,1,2.4756713,2.4756713,pubmed_small#246
anticipate,1,1,2.4756713,2.4756713,pubmed_small#232
mononuclear,1,1,2.4756713,2.4756713,pubmed_small#267
farhi,1,1,2.4756713,2.4756713,pubmed_small#280
supplemented,1,1,2.4756713,2.4756713,pubmed_small#113
selecting,1,1,2.4756713,2.4756713,pubmed_small#82
capon,1,1,2.4756713,2.4756713,pubmed_small#73
esophageal,1,1,2.4756713,2.4756713,pubmed_small#128
nucleolus,1,1,2.4756713,2.4756713,pubmed_small#84
emerging,1,1,2.4756713,2.4756713,pubmed_small#184
brains,1,1,2.4756713,2.4756713,pubmed_small#221
malapert,1,1,2.4756713,2.4756713,pubmed_small#208
mccoy,1,1,2.4756713,2.4756713,pubmed_small#88
sustenance,1,1,2.4756713,2.4756713,pubmed_small#160
dyes,1,1,2.4756713,2.4756713,pubmed_small#282
determining,1,1,2.4756713,2.4756713,pubmed_small#29
branched,1,1,2.4756713,2.4756713,pubmed_small#261
gynecologic,1,1,2.4756713,2.4756713,pubmed_small#119
burleson,1,1,2.4756713,2.4756713,pubmed_small#140
correlations,1,1,2.4756713,2.4756713,pubmed_small#85
deforest,1,1,2.4756713,2.4756713,pubmed_small#125
fonkalsrud,1,1,2.4756713,2.4756713,pubmed_small#24
neuman,1,1,2.4756713,2.4756713,pubmed_small#155
ligand,1,1,2.4756713,2.4756713,pubmed_small#183
pathogen,1,1,2.4756713,2.4756713,pubmed_small#69
bogoch,1,1,2.4756713,2.4756713,pubmed_small#143
covering,1,1,2.4756713,2.4756713,pubmed_small#299
semiquantitative,1,1,2.4756713,2.4756713,pubmed_small#5
nogita,1,1,2.4756713,2.4756713,pubmed_small#252
encompasses,1,1,2.4756713,2.4756713,pubmed_small#24
frequencies,1,1,2.4756713,2.4756713,pubmed_small#239
marshall,1,1,2.4756713,2.4756713,pubmed_small#192
movements,1,1,2.4756713,2.4756713,pubmed_small#159
morphometric,1,1,2.4756713,2.4756713,pubmed_small#263
sagher,1,1,2.4756713,2.4756713,pubmed_small#113
cobb,1,1,2.4756713,2.4756713,pubmed_small#147
saedi,1,1,2.4756713,2.4756713,pubmed_small#244
photoimmunodiagnosis,1,1,2.4756713,2.4756713,pubmed_small#282
revision,1,1,2.4756713,2.4756713,pubmed_small#190
noncorticotroph,1,1,2.4756713,2.4756713,pubmed_small#269
adhesive,1,1,2.4756713,2.4756713,pubmed_small#162
imprecisely,1,1,2.4756713,2.4756713,pubmed_small#190
dystrophic,1,1,2.4756713,2.4756713,pubmed_small#98
paresis,1,1,2.4756713,2.4756713,pubmed_small#94
viewed,1,1,2.4756713,2.4756713,pubmed_small#145
potent,1,1,2.4756713,2.4756713,pubmed_small#184
vesicoureteric,1,1,2.4756713,2.4756713,pubmed_small#22
misdiagnosed,1,1,2.4756713,2.4756713,pubmed_small#186
federal,1,1,2.4756713,2.4756713,pubmed_small#294
